tweetDate,userId,userName,tweetId,tweetText,retweetedTweet,quotedTweet,hashtag,replyCount,retweetCount,likeCount,viewCount
2023-05-29 14:25:35+00:00,50600749,imessi,1663189850844012547,"#Messi with @coldplay in Barcelona, yesterday! https://t.co/cZP3pCZK0s",,,['Messi'],8,20,446,16615.0
2023-05-29 12:55:43+00:00,50600749,imessi,1663167233269399552,"According to El National De Catalunya, @ManUtd is one of the clubs that could end up convincing #Messi to join them as a free agent. Do you see this happening? https://t.co/o9QKyjL77M",,,['Messi'],6,7,98,11835.0
2023-05-28 19:07:38+00:00,50600749,imessi,1662898442966913024,"Messi, with his first successful dribble against Strasbourg, Messi has become only the second player in Europe’s top five leagues, after Real Madrid’s Vinícius Júnior, to complete 100 dribbles this 2022-23 season. https://t.co/FRkDpqqp9S",,,,5,7,175,9772.0
2023-05-28 01:30:41+00:00,50600749,imessi,1662632450462302210,"#Messi scores and becomes the all-time top scorer in the 5 major European leagues history. 496 goals. PSG claim 11th Title. #Messi has now won 43 career trophies, leaving him tied with former Barcelona team-mate Dani Alves for the most of all time. https://t.co/i9oWUtFPn2",,,"['Messi', 'Messi']",10,19,510,17229.0
2023-05-24 09:50:38+00:00,50600749,imessi,1661308719429214208,"According to El Chiringuito, #Messi has already accepted a €350 million ($377 million) a season offer to continue his career in the Middle East which would immediately set him up to dethrone generational rival @Cristiano at the top of Forbes' list of the World's Highest-Paid Athletes.",,,['Messi'],66,35,558,48744.0
2023-05-23 09:17:21+00:00,50600749,imessi,1660937951994314756,"Maldini has named the late Diego Maradona and Brazilian legend, Ronaldo Nazario as the two best attackers he ever faced during his career.

Maldini: I did not play against @iMessi, thank God. @Cristiano is a great striker, but he has less magic than the other two.” https://t.co/zYsnOKghJP",,,,45,29,886,48708.0
2023-05-22 18:38:56+00:00,50600749,imessi,1660716893194403842,#PSG superstar Lionel #Messi𓃵  could become football's most decorated player if he seals Ligue 1 title https://t.co/HvQBN8WItZ,,,"['PSG', 'Messi𓃵']",25,25,566,25758.0
2023-05-21 19:23:30+00:00,50600749,imessi,1660365721216466944,"Marquinhos has warns fans off targeting Messi again.
""I always respect protests when they are peaceful, at the times and places where it is necessary,"" he told L'Equipe.",,,,33,35,844,39546.0
2023-05-19 14:26:16+00:00,50600749,imessi,1659566142757715971,"PSG with and without Messi in Ligue 1 Uber Eats in 2022/23
 
Ligue 1 total
P35, W26, L6, D3, GF84, GA35, GD49, Pts81
 
Ligue 1 with Messi
P29, W23, L4, D2, GF75, GA26, GD49, Pts71
Average points: 2.45, average scoreline: 2.6-0.9
 
Ligue 1 without Messi
P6, W3, L2, D1, GF9, GA9, GD0, Pts10
Average points: 1.67, average scoreline: 1.5-1.5",,,,8,11,185,18250.0
2023-05-15 17:58:09+00:00,50600749,imessi,1658169913721208832,Messi in SaudiArabia https://t.co/LCVUMLaSAX,,,,19,26,624,22878.0
2023-05-15 14:46:06+00:00,50600749,imessi,1658121584270295041,"Laporta : Messi is a Paris St-Germain player and we have to wait until the end of the season, until it is over, and then we can talk more calmly about this. With all due respect to Saudi Arabia, Barca is Barca, and it is home. https://t.co/O9Zf6RIFZ0",,,,8,7,200,14114.0
2023-05-14 10:11:13+00:00,50600749,imessi,1657690020159844353,#Messi𓃵 with all his trophies https://t.co/0t0oD7NqEW,,,['Messi𓃵'],25,33,554,19309.0
2023-05-14 09:38:22+00:00,50600749,imessi,1657681753010495492,Training! https://t.co/vJzlvANml2,,,,7,10,353,17569.0
2023-05-12 09:42:01+00:00,50600749,imessi,1656957892879085568,Where do you think he will play next season? https://t.co/HqFNjV2Igr,,,,105,28,722,39286.0
2023-05-08 19:54:31+00:00,50600749,imessi,1655662482839445525,Laureus World Sportsman of the Year award: Lionel Messi https://t.co/LSvK8OLGNQ,,,,25,15,459,29750.0
2023-05-08 10:20:42+00:00,50600749,imessi,1655518079760080897,Most league Goals! https://t.co/WU0L8LlZ98,,,,17,18,357,26205.0
2023-05-05 17:05:20+00:00,50600749,imessi,1654532742426525696,"“I thought we were going to have a day off after the game as always. I had this trip organised and I couldn't cancel it.  I apologise to my teammates.""",,https://twitter.com/barcacentre/status/1654506751222325249,,40,14,373,46732.0
2023-04-29 17:55:32+00:00,50600749,imessi,1652371050187968512,New shoes from @adidasfootball @adidasUK https://t.co/Ua0FoarT5v,,,,65,47,1275,62083.0
2023-04-27 22:47:13+00:00,50600749,imessi,1651719677955981317,Is this the best goal ever scored by Messi?,,https://twitter.com/FCBarcelona/status/1651491167870021634,,26,17,283,41545.0
2023-04-25 20:48:10+00:00,50600749,imessi,1650964944265805824,IFFHS - world s best player + playmaker + scorer https://t.co/C55tAm5qjT,,,,34,31,782,36354.0
