tweetDate,userId,userName,tweetId,tweetText,retweetedTweet,quotedTweet,hashtag,replyCount,retweetCount,likeCount,viewCount
2023-05-31 11:46:56+00:00,428333,cnnbrk,1663874698877321216,Former New Jersey Gov. Chris Christie will announce he's running in the 2024 presidential race at a New Hampshire event next week https://t.co/GoChsOTCe2,,,,294,122,371,709652.0
2023-05-31 01:03:54+00:00,428333,cnnbrk,1663712875708391424,The US debt limit deal clears a key hurdle in the committee after fierce criticism from GOP hardliners. It's now on track for a House floor vote https://t.co/H0xgnfTwa6,,,,54,58,270,315025.0
2023-05-31 00:50:54+00:00,428333,cnnbrk,1663709604587491333,"North Korea says its attempt to launch a military reconnaissance satellite has failed, according to state-run news agency https://t.co/HG3sSDx9rT",,,,121,106,379,456794.0
2023-05-30 17:11:34+00:00,428333,cnnbrk,1663594008147263510,"Former first lady Rosalynn Carter has been diagnosed with dementia. She continues to live at home with her husband, former President Jimmy Carter, who is in hospice care. https://t.co/oiuS6y2XXD",,,,99,175,803,508542.0
2023-05-30 16:46:32+00:00,428333,cnnbrk,1663587709548478464,"Two people could still be inside an Iowa apartment building that partially collapsed Sunday, mayor says, with demolition plans apparently put on hold
https://t.co/AM1KUU0aYK",,,,39,56,231,349605.0
2023-05-30 15:18:13+00:00,428333,cnnbrk,1663565482795081732,"The Crew Dragon spacecraft is expected to splash down off Florida’s coast around 11:04 p.m. ET Tuesday, capping off a historic weeklong mission https://t.co/G8jUugZDl7",,,,30,34,186,304522.0
2023-05-29 12:58:34+00:00,428333,cnnbrk,1663167951858462722,"One person was rescued overnight as crews race to find anyone else who may be inside a partially collapsed apartment building in Davenport, Iowa https://t.co/Yx4x11Mn6U",,,,61,82,276,428698.0
2023-05-29 10:32:10+00:00,428333,cnnbrk,1663131107259236353,"Nigeria's Bola Tinubu is sworn in as president after a disputed election. He faces a divided nation, economic woes and rising insecurity. https://t.co/6Li0EECuHe",,,,534,696,1591,904243.0
2023-05-28 19:48:09+00:00,428333,cnnbrk,1662908638128742411,"Turkey's President Erdogan wins the country's runoff election, extending his 20-year dominance of the country's political landscape. https://t.co/80J7De1i6i",,,,168,146,479,608543.0
2023-05-28 18:51:59+00:00,428333,cnnbrk,1662894504393703427,Turkey's President Erdogan declares victory as votes continue to be counted in the country's runoff election https://t.co/Ccxz8EKv9Q,,,,78,92,321,514714.0
2023-05-28 00:49:33+00:00,428333,cnnbrk,1662622100438278144,"The White House and House Republicans reach an agreement in principle to raise the debt ceiling and cap spending, sources say https://t.co/BWQXngLgP1",,,,145,233,693,640503.0
2023-05-27 22:00:22+00:00,428333,cnnbrk,1662579524435943425,The Texas House impeaches Republican Attorney General Ken Paxton following a legislative probe that faulted him for a yearslong pattern of misconduct https://t.co/rORO4AC5h3,,,,101,182,885,519797.0
2023-05-26 20:33:09+00:00,428333,cnnbrk,1662195188922556418,"Congress must address the debt ceiling by June 5 or the US government could run out of cash to pay its bills on time, Treasury Secretary Janet Yellen warns https://t.co/eQxXiDTtsL",,,,199,132,344,424534.0
2023-05-26 15:57:56+00:00,428333,cnnbrk,1662125926648356866,Oath Keeper and Army veteran Jessica Watkins is sentenced to 8.5 years in prison for role in 2020 election conspiracy plot and US Capitol riot https://t.co/l3ljmlzqUF,,,,212,234,1601,520101.0
2023-05-25 17:03:26+00:00,428333,cnnbrk,1661780022955311104,Oath Keepers leader Stewart Rhodes is sentenced to 18 years in prison for seditious conspiracy over plot to keep Trump in power https://t.co/jmYoyPFnhc,,,,288,223,1763,646108.0
2023-05-25 16:05:54+00:00,428333,cnnbrk,1661765543748091905,"A man has been arrested after a car crashed into the gates of Downing Street, the official residence of the UK prime minister, police say https://t.co/hQ8HfXVq3A",,,,54,58,185,253944.0
2023-05-25 15:23:17+00:00,428333,cnnbrk,1661754820435247104,South Carolina Republican Gov. Henry McMaster signs a bill into law that will limit most abortions as early as six weeks into a pregnancy https://t.co/iZorcvplee,,,,125,89,208,343359.0
2023-05-25 12:43:27+00:00,428333,cnnbrk,1661714597802303488,"The US economy grew faster in the first quarter than previously estimated, according to revised GDP from Commerce Department
https://t.co/TrjGlJ4HdM",,,,71,94,367,298752.0
2023-05-25 10:33:12+00:00,428333,cnnbrk,1661681819069169664,"At least four people have been injured in apparent shooting in Japan's Nakano city, nation's public broadcaster says
https://t.co/B8CiWwex4O",,,,78,181,292,427121.0
2023-05-25 09:09:43+00:00,428333,cnnbrk,1661660809456504835,"Most wanted suspect in the 1994 Rwandan genocide is arrested in South Africa after decades on the run, authorities say https://t.co/4uFxl2H9aA",,,,60,210,707,338062.0
2023-05-24 19:04:58+00:00,428333,cnnbrk,1661448217861541904,"Legendary singer Tina Turner, who overcame hardships and abuse to become one of the most popular musical artists of all time, dies at 83 https://t.co/IknLmbWGtD",,,,260,1119,4015,735194.0
2023-05-24 18:52:33+00:00,428333,cnnbrk,1661445095202193418,Florida Gov. Ron DeSantis files to run for president in 2024. He is set to publicly announce his campaign tonight. https://t.co/qYQK6mX4Hj,,,,284,102,469,578176.0
2023-05-23 23:26:44+00:00,428333,cnnbrk,1661151706820800512,"South Carolina Senate passes a 6-week abortion ban. The bill now heads to the desk of GOP Gov. Henry McMaster, who is expected to sign it into law. https://t.co/9g8SWuY2bl",,,,186,122,296,536986.0
2023-05-23 19:14:15+00:00,428333,cnnbrk,1661088170170040360,Judge sets Donald Trump's trial for March 2024 and informs the former president of what he can't say about the criminal case against him https://t.co/yCvI2AZvYz,,,,140,174,644,415596.0
2023-05-23 18:31:43+00:00,428333,cnnbrk,1661077463257038849,"Florida Gov. Ron DeSantis will announce his 2024 presidential campaign Wednesday night in a conversation with Twitter owner Elon Musk
https://t.co/y8jJk1fvQk",,,,210,86,321,574430.0
